=> [0] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [5140] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [5141] [1.5504882316219604E-5, 0.9999909125379082] == [1.0, 0.0]
=> [5142] [1.5504883708272743E-5, 0.9999909125397143] == [1.0, 0.0]
=> [5143] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [5144] [1.550488371926395E-5, 0.9999909125397339] == [1.0, 0.0]
=> [5145] [1.5504883810246728E-5, 0.9999909125365349] == [1.0, 0.0]
=> [5169] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [5170] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [5171] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [5172] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [5173] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [5174] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [5175] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [5176] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [5177] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [5178] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [5205] [9.365376454628649E-6, 0.9996616312627314] == [1.0, 0.0]
=> [5207] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [5208] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [5209] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [5210] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [5211] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [5230] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [5231] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [5232] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [5233] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [5234] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [5241] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [5242] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [5243] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [5244] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [5245] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [5263] [1.534473564729355E-5, 0.9999905375243778] == [1.0, 0.0]
=> [5264] [1.5498110807976584E-5, 0.9999908996168922] == [1.0, 0.0]
=> [5265] [1.5436587376405075E-5, 0.9999907072401657] == [1.0, 0.0]
=> [5266] [1.550488370660741E-5, 0.9999909125397146] == [1.0, 0.0]
=> [5267] [1.5504840794433594E-5, 0.9999909124672094] == [1.0, 0.0]
=> [5274] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [5275] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [5276] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [5277] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [5278] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [5286] [4.807367280618147E-5, 3.2225979450101194E-4] == [1.0, 0.0]
=> [5307] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [5308] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [5309] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [5310] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [5311] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [5313] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [5314] [1.5504883660699686E-5, 0.9999909125395321] == [1.0, 0.0]
=> [5315] [1.564537083653672E-5, 0.9999898649376593] == [1.0, 0.0]
=> [5316] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [5317] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [5318] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [5319] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [5320] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [5321] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [5322] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [5347] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [5348] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [5349] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [5350] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [5351] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [5353] [1.5497875611947265E-5, 0.9999908340743962] == [1.0, 0.0]
=> [5354] [1.4899149766822717E-5, 0.999798979775331] == [1.0, 0.0]
=> [5355] [1.559594995820257E-5, 0.9999906531400924] == [1.0, 0.0]
=> [5380] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [5381] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [5382] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [5383] [1.550491340812643E-5, 0.9999909124558626] == [1.0, 0.0]
=> [5384] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [5390] [1.552700604384727E-5, 0.9999908506224632] == [1.0, 0.0]
=> [5396] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [5397] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [5398] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [5399] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [5400] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [5401] [1.55048844811545E-5, 0.9999909125364195] == [1.0, 0.0]
=> [5412] [1.8736380074046988E-5, 0.9999580536687245] == [1.0, 0.0]
=> [5423] [9.877482153608508E-5, 0.8473770485973617] == [1.0, 0.0]
=> [5424] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [5425] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [5426] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [5427] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [5428] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [5434] [1.5505146652994295E-5, 0.9999909011843555] == [1.0, 0.0]
=> [5440] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [5441] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [5442] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [5443] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [5444] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [5447] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [5448] [1.5504883807582193E-5, 0.999990912419251] == [1.0, 0.0]
=> [5449] [1.5504940566624104E-5, 0.9999909124492288] == [1.0, 0.0]
=> [5450] [1.5510337260382645E-5, 0.9999908986874636] == [1.0, 0.0]
=> [5451] [1.5504883712214035E-5, 0.9999909125397093] == [1.0, 0.0]
=> [5457] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [5463] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [5464] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [5465] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [5466] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [5467] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [5468] [1.5504883545458537E-5, 0.9999909125391822] == [1.0, 0.0]
=> [5474] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [5475] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [5476] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [5477] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [5478] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [5479] [1.5504883718930884E-5, 0.999990912539733] == [1.0, 0.0]
=> [5480] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [5481] [3.308995710032958E-5, 0.9995980823703237] == [1.0, 0.0]
=> [5482] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [5483] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [5484] [3.308995710032958E-5, 0.9995980823703237] == [1.0, 0.0]
=> [5490] [1.5504883636663358E-5, 0.9999909125395048] == [1.0, 0.0]
=> [5491] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [5492] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [5493] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [5494] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [5495] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [5529] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [5530] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [5531] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [5532] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [5533] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [5540] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [5541] [1.5504883784100976E-5, 0.9999909125393971] == [1.0, 0.0]
=> [5542] [1.550488371915293E-5, 0.9999909125397333] == [1.0, 0.0]
=> [5543] [1.5504883719597018E-5, 0.9999909125397175] == [1.0, 0.0]
=> [5544] [1.550488371915293E-5, 0.9999909125397333] == [1.0, 0.0]
=> [5556] [1.5218747791312381E-5, 0.999966588844901] == [1.0, 0.0]
=> [5558] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [5559] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [5560] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [5561] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [5562] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [5563] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [5569] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [5570] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [5571] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [5572] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [5573] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [5574] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [5580] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [5591] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [5602] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [5619] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [5620] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [5621] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [5622] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [5623] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [5636] [1.5504305980296174E-5, 0.9999909110487915] == [1.0, 0.0]
=> [5637] [1.5504883694228422E-5, 0.9999909125272357] == [1.0, 0.0]
=> [5638] [1.5504883670858227E-5, 0.999990912539517] == [1.0, 0.0]
=> [5639] [1.5504883719319462E-5, 0.9999909125397334] == [1.0, 0.0]
=> [5640] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [5663] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [5664] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [5665] [1.550488371920844E-5, 0.9999909125397339] == [1.0, 0.0]
=> [5666] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [5667] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [5669] [1.4088730182493236E-13, 7.465239770798604E-8] == [1.0, 0.0]
=> [5691] [1.5054624213917123E-13, 3.9719133537730045E-9] == [1.0, 0.0]
=> [5697] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [5698] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [5699] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [5700] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [5701] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [5702] [1.6037207301033973E-7, 0.2880780596387932] == [1.0, 0.0]
=> [5703] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [5704] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [5705] [1.5504883566941352E-5, 0.9999909125392417] == [1.0, 0.0]
=> [5706] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [5707] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [5713] [8.680708929453829E-10, 1.7232802795252855E-5] == [1.0, 0.0]
=> [5724] [1.5504887724393512E-5, 0.9999909125294879] == [1.0, 0.0]
=> [5735] [1.792989255017252E-5, 0.9999815938249506] == [1.0, 0.0]
=> [5741] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [5742] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [5743] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [5744] [1.5504883715711237E-5, 0.9999909125397293] == [1.0, 0.0]
=> [5745] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [5746] [1.5504852679537606E-5, 0.9999909124556517] == [1.0, 0.0]
=> [5747] [3.6387492711953406E-5, 6.854932665506519E-5] == [1.0, 0.0]
=> [5748] [1.5414636902633116E-5, 0.9999906097971523] == [1.0, 0.0]
=> [5749] [1.7628849758810627E-5, 0.9719546645585603] == [1.0, 0.0]
=> [5750] [1.5436119724931974E-5, 0.9999906315201885] == [1.0, 0.0]
=> [5751] [1.550274012074304E-5, 0.9999909023408903] == [1.0, 0.0]
=> [5757] [1.550488386731219E-5, 0.9999909125371234] == [1.0, 0.0]
=> [5768] [1.55055841903895E-5, 0.9999909035553555] == [1.0, 0.0]
=> [5781] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [5782] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [5783] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [5784] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [5785] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [5808] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [5809] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [5810] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [5811] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [5812] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [5815] [8.593859068428689E-6, 0.9975330792792458] == [1.0, 0.0]
=> [5818] [6.324984516192789E-6, 0.9033342351572864] == [1.0, 0.0]
=> [5830] [1.4051071598464304E-5, 0.9999902067246039] == [1.0, 0.0]
=> [5832] [1.5502256455079966E-5, 0.9999909080611685] == [1.0, 0.0]
=> [5833] [1.823571607606489E-7, 0.9833926099670915] == [1.0, 0.0]
=> [5834] [1.4960140160502622E-5, 0.9999897139175129] == [1.0, 0.0]
=> [5847] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [5848] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [5849] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [5850] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [5851] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [5876] [1.79010281490255E-5, 0.07121341321855496] == [1.0, 0.0]
=> [5891] [1.5398860582105378E-5, 0.9999904487001197] == [1.0, 0.0]
=> [5902] [9.757068446525352E-7, 1.078413815858159E-6] == [1.0, 0.0]
=> [5924] [1.5504487178574777E-5, 0.9999909112158843] == [1.0, 0.0]
=> [5926] [1.5504717412240243E-5, 0.9999909124598463] == [1.0, 0.0]
=> [5927] [1.5504875608418622E-5, 0.9999909125025682] == [1.0, 0.0]
=> [5928] [1.5504883703942873E-5, 0.9999909125396683] == [1.0, 0.0]
=> [5929] [1.5504883427164273E-5, 0.9999909125325704] == [1.0, 0.0]
=> [5935] [1.550327799521023E-5, 0.9999909119861461] == [1.0, 0.0]
=> [5936] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [5937] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [5938] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [5939] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [5940] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [5941] [1.5504867552196266E-5, 0.9999909124696048] == [1.0, 0.0]
=> [5942] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [5943] [1.550488371915293E-5, 0.9999909125397339] == [1.0, 0.0]
=> [5944] [1.5504869379234787E-5, 0.9999909124822228] == [1.0, 0.0]
=> [5945] [1.5504874576244276E-5, 0.9999909125194734] == [1.0, 0.0]
=> [5946] [1.5504090548679184E-5, 0.9999909094314843] == [1.0, 0.0]
=> [5957] [1.5504883709882566E-5, 0.9999909125397173] == [1.0, 0.0]
=> [5959] [1.639525227520311E-5, 0.9998540446154218] == [1.0, 0.0]
=> [5968] [1.689135261251362E-5, 0.9996194780216732] == [1.0, 0.0]
=> [5979] [1.550488371965253E-5, 0.9999909125397325] == [1.0, 0.0]
=> [5990] [1.5265719186086102E-5, 0.9999902679936565] == [1.0, 0.0]
=> [6019] [1.5504169663504985E-5, 0.9999909105348406] == [1.0, 0.0]
=> [6020] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [6021] [1.5504841169688977E-5, 0.999990912248097] == [1.0, 0.0]
=> [6022] [1.5504852933445612E-5, 0.9999909125110895] == [1.0, 0.0]
=> [6023] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [6041] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [6042] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [6043] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [6044] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [6045] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [6048] [3.346816455879198E-4, 0.9725331140207201] == [1.0, 0.0]
=> [6057] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [6068] [1.55048832953808E-5, 0.999990912539043] == [1.0, 0.0]
=> [6079] [1.5504883333128383E-5, 0.9999909125395356] == [1.0, 0.0]
=> [6080] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [6081] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [6082] [1.5482519679033135E-5, 0.9999908762235918] == [1.0, 0.0]
=> [6083] [1.550488371920844E-5, 0.9999909125397339] == [1.0, 0.0]
=> [6084] [1.5502955462320944E-5, 0.9999909074318014] == [1.0, 0.0]
=> [6085] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [6086] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [6087] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [6088] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [6089] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [6090] [1.550488371920844E-5, 0.9999909125397339] == [1.0, 0.0]
=> [6091] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [6092] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [6093] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [6094] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [6095] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [6101] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [6107] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [6108] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [6109] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [6110] [1.550488369128633E-5, 0.9999909125396489] == [1.0, 0.0]
=> [6111] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [6112] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [6119] [1.5504903379259805E-5, 0.9999909123929157] == [1.0, 0.0]
=> [6120] [1.550488371920844E-5, 0.9999909125397339] == [1.0, 0.0]
=> [6121] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [6122] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [6123] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [6147] [1.550488371920844E-5, 0.9999909125397339] == [1.0, 0.0]
=> [6148] [1.5504883719041906E-5, 0.9999909125397339] == [1.0, 0.0]
=> [6149] [1.550488371920844E-5, 0.999990912539734] == [1.0, 0.0]
=> [6150] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [6151] [8.455609356361471E-6, 0.9998943872055035] == [1.0, 0.0]
=> [6152] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [6153] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [6154] [1.5504881081762623E-5, 0.9999909125363744] == [1.0, 0.0]
=> [6155] [1.5504883718986395E-5, 0.9999909125397342] == [1.0, 0.0]
=> [6156] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [6163] [1.5504917546815822E-5, 0.9999909124477414] == [1.0, 0.0]
=> [6165] [1.5547748723754307E-5, 0.9999908162516004] == [1.0, 0.0]
=> [6166] [2.199284318898931E-5, 0.9999769586337841] == [1.0, 0.0]
=> [6167] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [6180] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [6181] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [6182] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [6183] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [6184] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [6185] [1.572229705248951E-5, 0.9999882679116296] == [1.0, 0.0]
=> [6186] [3.657625608710635E-5, 0.9999021290396471] == [1.0, 0.0]
=> [6187] [2.7248456695605494E-5, 0.9999057161831464] == [1.0, 0.0]
=> [6188] [1.5470346241885924E-5, 0.9999902411269507] == [1.0, 0.0]
=> [6202] [3.878511292931819E-5, 0.9981716406638326] == [1.0, 0.0]
=> [6203] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [6204] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [6205] [1.550488371915293E-5, 0.9999909125397334] == [1.0, 0.0]
=> [6206] [1.8508031918329504E-5, 0.9999294961742997] == [1.0, 0.0]
=> [6218] [3.588427571976638E-6, 0.984447180619083] == [1.0, 0.0]
=> [6222] [4.746717788162158E-6, 0.8736419470236021] == [1.0, 0.0]
=> [6223] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [6224] [1.6763571619726747E-7, 0.9173154380424681] == [1.0, 0.0]
=> [6235] [1.0801985835917627E-5, 0.9999659100792317] == [1.0, 0.0]
=> [6246] [5.659281163694629E-7, 0.8808159381287926] == [1.0, 0.0]
=> [6249] [1.5277717923534162E-5, 0.9999906930088934] == [1.0, 0.0]
=> [6250] [1.8545338391073862E-6, 0.9998673921070327] == [1.0, 0.0]
=> [6251] [1.8545338391073862E-6, 0.9998673921070327] == [1.0, 0.0]
=> [6252] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [6253] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [6254] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [6255] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [6256] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [6257] [1.4702999679649942E-5, 0.9999899437554942] == [1.0, 0.0]
=> [6258] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [6259] [1.550495096624971E-5, 0.9999909123512283] == [1.0, 0.0]
=> [6260] [1.550488255286364E-5, 0.9999909125302546] == [1.0, 0.0]
=> [6261] [1.5504883363048894E-5, 0.9999909125371109] == [1.0, 0.0]
=> [6262] [1.5504883719930085E-5, 0.9999909125397319] == [1.0, 0.0]
=> [6268] [8.33689130064208E-7, 0.26144657242394287] == [1.0, 0.0]
=> [6280] [1.550488244767001E-5, 0.9999909125372075] == [1.0, 0.0]
=> [6281] [1.5485945101090248E-5, 0.9999908817734366] == [1.0, 0.0]
=> [6282] [1.5504883690897753E-5, 0.9999909125396941] == [1.0, 0.0]
=> [6283] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [6284] [1.54753878241487E-5, 0.9999908379421734] == [1.0, 0.0]
=> [6296] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [6297] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [6298] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [6299] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [6300] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [6334] [1.5504883719041906E-5, 0.9999909125397337] == [1.0, 0.0]
=> [6335] [1.5504883704553496E-5, 0.9999909125397193] == [1.0, 0.0]
=> [6341] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [6342] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [6343] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [6344] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [6345] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [6346] [1.543910571932816E-5, 0.9999907052113656] == [1.0, 0.0]
=> [6347] [1.4968431322370801E-5, 0.9999874164813177] == [1.0, 0.0]
=> [6348] [1.593397304461286E-5, 0.9999854216336828] == [1.0, 0.0]
=> [6349] [1.5504883268013803E-5, 0.999990912537593] == [1.0, 0.0]
=> [6350] [1.5504836602342476E-5, 0.999990912376159] == [1.0, 0.0]
=> [6351] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [6352] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [6353] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
